"SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Paer-PA01-cells-RWV-H-Rep1","Paer-PA01-cells-RWV-H-Rep2","Paer-PA01-cells-RWV-H-Rep3","Paer-PA01-cells-RWV-V-Rep1","Paer-PA01-cells-RWV-V-Rep2","Paer-PA01-cells-RPoM-Rep1","Paer-PA01-cells-RPoM-Rep2","Paer-PA01-cells-RPoM-Rep3","All.mean","All.stdev","F.p.value","Group.Mean_(Rotating Wall Vessel bioreactor (RWV) in horizontal position)","Group.Mean_(Rotating Wall Vessel bioreactor (RWV) in vertical position)","Group.Mean_(Random Positioning Machine (RPM))","Group.Stdev_(Rotating Wall Vessel bioreactor (RWV) in horizontal position)","Group.Stdev_(Rotating Wall Vessel bioreactor (RWV) in vertical position)","Group.Stdev_(Random Positioning Machine (RPM))","Log2fc_(Random Positioning Machine (RPM))v(Rotating Wall Vessel bioreactor (RWV) in horizontal position)","Log2fc_(Random Positioning Machine (RPM))v(Rotating Wall Vessel bioreactor (RWV) in vertical position)","Log2fc_(Rotating Wall Vessel bioreactor (RWV) in horizontal position)v(Rotating Wall Vessel bioreactor (RWV) in vertical position)","Log2fc_(Rotating Wall Vessel bioreactor (RWV) in horizontal position)v(Random Positioning Machine (RPM))","Log2fc_(Rotating Wall Vessel bioreactor (RWV) in vertical position)v(Random Positioning Machine (RPM))","Log2fc_(Rotating Wall Vessel bioreactor (RWV) in vertical position)v(Rotating Wall Vessel bioreactor (RWV) in horizontal position)","P.value_(Random Positioning Machine (RPM))v(Rotating Wall Vessel bioreactor (RWV) in horizontal position)","P.value_(Random Positioning Machine (RPM))v(Rotating Wall Vessel bioreactor (RWV) in vertical position)","P.value_(Rotating Wall Vessel bioreactor (RWV) in horizontal position)v(Rotating Wall Vessel bioreactor (RWV) in vertical position)","P.value_(Rotating Wall Vessel bioreactor (RWV) in horizontal position)v(Random Positioning Machine (RPM))","P.value_(Rotating Wall Vessel bioreactor (RWV) in vertical position)v(Random Positioning Machine (RPM))","P.value_(Rotating Wall Vessel bioreactor (RWV) in vertical position)v(Rotating Wall Vessel bioreactor (RWV) in horizontal position)","Adj.p.value_(Random Positioning Machine (RPM))v(Rotating Wall Vessel bioreactor (RWV) in horizontal position)","Adj.p.value_(Random Positioning Machine (RPM))v(Rotating Wall Vessel bioreactor (RWV) in vertical position)","Adj.p.value_(Rotating Wall Vessel bioreactor (RWV) in horizontal position)v(Rotating Wall Vessel bioreactor (RWV) in vertical position)","Adj.p.value_(Rotating Wall Vessel bioreactor (RWV) in horizontal position)v(Random Positioning Machine (RPM))","Adj.p.value_(Rotating Wall Vessel bioreactor (RWV) in vertical position)v(Random Positioning Machine (RPM))","Adj.p.value_(Rotating Wall Vessel bioreactor (RWV) in vertical position)v(Rotating Wall Vessel bioreactor (RWV) in horizontal position)"
"PA0011","lipid A biosynthesis lauroyl acyltransferase","NP_248701.1","877921","208964.PA0011","",7.28976009193949,7.2506629065279,7.25584666714033,7.16587532146639,7.21902478954634,7.25757551716837,7.25057568776595,7.452516182764,7.26772964553985,0.00573734110710578,0.248206402224136,7.32022246256611,7.26542322186924,7.19245005550636,4.22633240929049,4.19469405292276,5.08583020759411,0.0547992406968669,0.127772407059743,0.0729731663628765,-0.0547992406968669,-0.127772407059743,-0.0729731663628765,0.404825430374639,0.106850776678153,0.326121164650033,0.404825430374639,0.106850776678153,0.326121164650033,0.657296261009536,0.349802336157565,0.524407201292641,0.657296261009536,0.349802336157565,0.524407201292641
"PA0012","hypothetical protein","NP_248702.1","877795","208964.PA0012","",8.24892514815642,8.16600081076867,8.21656754360354,8.37156043341021,8.26662563189959,8.46950366796767,8.24126729116222,7.91593941311205,8.23704874251005,0.0249368340452138,0.709816578238763,8.20890345741398,8.21049783417621,8.3190930326549,4.73941262088961,4.74033313474247,5.88248709671204,-0.00159437676222929,-0.110189575240916,-0.108595198478687,0.00159437676222929,0.110189575240916,0.108595198478687,0.990476969563253,0.469474632855439,0.475684291499913,0.990476969563253,0.469474632855439,0.475684291499913,0.99604144692035,0.672673274679931,0.654006970647428,0.99604144692035,0.672673274679931,0.654006970647428
"PA0013","hypothetical protein","NP_248703.1","877634","208964.PA0013","",7.46415255764269,7.4448074475494,7.47571041974289,7.3792673482955,7.28120399527365,7.4435119062488,7.44160979285006,7.18082605867084,7.38888619078423,0.00891507916506132,0.293988388450564,7.35531591925657,7.46155680831166,7.33023567178458,4.24659362595752,4.30793183185242,5.1832593512144,-0.106240889055093,0.0250802474719922,0.131321136527085,0.106240889055093,-0.0250802474719922,-0.131321136527085,0.210373836594458,0.779452295215384,0.171186163436752,0.210373836594458,0.779452295215384,0.171186163436752,0.522282893011674,0.878031016270842,0.355463600808095,0.522282893011674,0.878031016270842,0.355463600808095
"PA0014","hypothetical protein","NP_248704.1","879294","208964.PA0014","",7.28838767362271,7.2418647138333,7.21915843406585,7.17617794994506,7.17382311861462,7.34272194430109,7.22787235133574,7.33831927538702,7.25104068263817,0.00323392437449192,0.11178539518205,7.30297119034129,7.24980360717395,7.17500053427984,4.21637238262762,4.1856760641738,5.07349153280637,0.0531675831673306,0.127970656061446,0.0748030728941158,-0.0531675831673306,-0.127970656061446,-0.0748030728941158,0.289607713595,0.0429435841712323,0.19254953135544,0.289607713595,0.0429435841712323,0.19254953135544,0.58515790248422,0.22290617750769,0.380332186296742,0.58515790248422,0.22290617750769,0.380332186296742
"PA0015","hypothetical protein","NP_248705.1","879251","208964.PA0015","",7.97449476933614,7.97836091288724,8.01034194083926,7.90501497772577,7.9643164874224,7.93335263364944,7.98386074261487,7.82079110153973,7.94631669575186,0.00401600324274211,0.384727549899383,7.91266815926801,7.98773254102088,7.93466573257408,4.56838109176157,4.61171953277314,5.61065594595166,-0.075064381752866,-0.0219975733060691,0.0530668084467969,0.075064381752866,0.0219975733060691,-0.0530668084467969,0.189901425958699,0.71497051703526,0.389316550338348,0.189901425958699,0.71497051703526,0.389316550338348,0.500349689248079,0.836821640799127,0.581199229977802,0.500349689248079,0.836821640799127,0.581199229977802
NA,NA,NA,NA,NA,"",8.12301917314237,8.128809513724,8.11742797739973,8.08304580077643,8.15174495112836,8.13207197376007,8.12694592738958,7.98207728372396,8.10564282513056,0.00408107644140434,0.696748343138247,8.08036506162454,8.12308555475537,8.11739537595239,4.66520094347937,4.68986563168837,5.73986531590826,-0.0427204931308314,-0.0370303143278576,0.00569017880297373,0.0427204931308314,0.0370303143278576,-0.00569017880297373,0.43961017004638,0.545512460969772,0.924990725186395,0.43961017004638,0.545512460969772,0.924990725186395,0.681753753730868,0.722632676228913,0.951923875010999,0.681753753730868,0.722632676228913,0.951923875010999
"PA0017","Ribosomal RNA small subunit methyltransferase B","NP_248707.1","879297","208964.PA0017","GO:0000154, GO:0001510, GO:0003824, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0006139, GO:0006364, GO:0006396, GO:0006725, GO:0006807, GO:0008152, GO:0008168, GO:0008173, GO:0008757, GO:0009451, GO:0009987, GO:0010467, GO:0016070, GO:0016072, GO:0016740, GO:0016741, GO:0022613, GO:0031167, GO:0032259, GO:0034470, GO:0034641, GO:0034660, GO:0042254, GO:0043170, GO:0043412, GO:0043414, GO:0044085, GO:0044237, GO:0044238, GO:0044260, GO:0044424, GO:0044444, GO:0044464, GO:0046483, GO:0070475, GO:0071704, GO:0071840, GO:0090304, GO:0140098, GO:1901360",7.29946023686421,7.29745465225261,7.26879663951659,7.29664612977229,7.29311655029289,7.29917641284417,7.30776307126015,7.25904062966403,7.29018179030837,0.00195360685639093,0.985068213773414,7.28866003792278,7.28857050954447,7.29488134003259,4.20810983492639,4.20805814569307,5.15826006348825,8.95283783117762e-05,-0.00622130210980565,-0.00631083048811742,-8.95283783117762e-05,0.00622130210980565,0.00631083048811742,0.99808944679167,0.881786921704785,0.880101401508538,0.99808944679167,0.881786921704785,0.880101401508538,0.999569082447547,0.938218416286277,0.926343451625735,0.999569082447547,0.938218416286277,0.926343451625735
NA,NA,NA,NA,NA,"",7.66154892061233,7.63842118703056,7.56337206896748,7.61586236995913,7.60291568381996,7.56788956211693,7.62336760681324,7.68128312072713,7.61933256500584,0.00335028942199254,0.959625950795869,7.62418009655244,7.62111405887013,7.60938902688954,4.40182243109474,4.40005225341351,5.3806505816001,0.00306603768231017,0.0147910696628921,0.0117250319805819,-0.00306603768231017,-0.0147910696628921,-0.0117250319805819,0.950076376248026,0.787576193046884,0.830687629754313,0.950076376248026,0.787576193046884,0.830687629754313,0.977761101635363,0.883952325084376,0.8992405912519,0.977761101635363,0.883952325084376,0.8992405912519
NA,NA,NA,NA,NA,"",8.41592336722669,8.2155943471873,8.2472393856001,8.66289513897765,8.73389335249722,8.49596479258014,8.68816378573004,8.29078138368973,8.46880694418611,0.0165458368447058,0.0297080455138545,8.49163665399997,8.29291903333803,8.69839424573743,4.90264870804738,4.78791903626548,6.15069355659498,0.198717620661942,-0.206757591737459,-0.4054752123994,-0.198717620661942,0.206757591737459,0.4054752123994,0.100121308464405,0.121409167880798,0.0105480131267528,0.100121308464405,0.121409167880798,0.0105480131267528,0.410210353198921,0.370979885776733,0.0669819644853315,0.410210353198921,0.370979885776733,0.0669819644853315
"PA0020","hypothetical protein","NP_248710.1","879309","208964.PA0020","",8.07107224413859,7.97389911959495,7.95775838113603,8.04814257510714,8.06592223460077,7.99628650543956,8.05249485169264,7.57139595457169,7.96712148328517,0.0224186657980977,0.406794278499007,7.87339243723463,8.00090991495653,8.05703240485395,4.54570524307298,4.6193274931621,5.69718224971199,-0.127517477721896,-0.183639967619322,-0.056122489897426,0.127517477721896,0.183639967619322,0.056122489897426,0.331400135546761,0.22077634354146,0.693569917020184,0.331400135546761,0.22077634354146,0.693569917020184,0.609221082934736,0.480560394977734,0.814344711373542,0.609221082934736,0.480560394977734,0.814344711373542
"PA0021","hypothetical protein","NP_248711.1","880730","208964.PA0021","",7.32081702230521,7.31311608776687,7.31133611910148,7.10205947330992,7.15769825214582,7.28853671352376,7.34322309927495,7.43278840122265,7.28369689608133,0.00341038268383085,0.00974427036925637,7.35484940467379,7.31508974305785,7.12987886272787,4.24632428363757,4.22336903230072,5.0415856928735,0.0397596616159328,0.224970541945919,0.185210880329986,-0.0397596616159328,-0.224970541945919,-0.185210880329986,0.431739854926772,0.00388438404929596,0.0102502096399194,0.431739854926772,0.00388438404929596,0.0102502096399194,0.678344049665944,0.0586779134906818,0.0655281259123419,0.678344049665944,0.0586779134906818,0.0655281259123419
"PA0022","threonylcarbamoyl-AMP synthase","NP_248712.1","880711","208964.PA0022","GO:0000049, GO:0003676, GO:0003723, GO:0003824, GO:0005488, GO:0005622, GO:0005623, GO:0005737, GO:0016740, GO:0016772, GO:0016779, GO:0044424, GO:0044464, GO:0065007, GO:0065008, GO:0097159, GO:1901363",7.60886839325941,7.56653840580653,7.55451454739007,7.52612313810298,7.50771037294198,7.62692722282578,7.49453467128396,7.3604851342751,7.53071273573573,0.00697351484978202,0.497900893422625,7.49398234279495,7.57664044881867,7.51691675552248,4.32665272291497,4.37437540267847,5.31526281144473,-0.0826581060237226,-0.0229344127275306,0.059723693296192,0.0826581060237226,0.0229344127275306,-0.059723693296192,0.264503726115239,0.772216676389179,0.458898415367481,0.264503726115239,0.772216676389179,0.458898415367481,0.564729194387634,0.873248489358785,0.639484507000038,0.564729194387634,0.873248489358785,0.639484507000038
NA,NA,NA,NA,NA,"",8.28568590029622,8.26278491922141,8.2713888782441,8.18478871808558,8.05083024823718,8.38533014598131,8.3044767472724,8.46092006179281,8.27577570239138,0.00472773152133597,0.0115903351518773,8.38357565168218,8.27328656592058,8.11780948316138,4.8402596592703,4.77658422591716,5.74015813392387,0.110289085761599,0.265766168520797,0.155477082759198,-0.110289085761599,-0.265766168520797,-0.155477082759198,0.089975853710155,0.00381681426052585,0.0421981735900944,0.089975853710155,0.00381681426052585,0.0421981735900944,0.396580301015081,0.0586779134906818,0.15224815686049,0.396580301015081,0.0586779134906818,0.15224815686049
NA,NA,NA,NA,NA,"",7.94819058971469,7.93449089477727,7.9132708883938,7.95090311380347,7.87390562252197,8.13437123997162,7.95316690063191,7.55429283696036,7.90782401084689,0.0272003195168445,0.929564941060448,7.88061032585463,7.93198412429525,7.91240436816272,4.54987249301072,4.5795331693697,5.59491478421792,-0.051373798440622,-0.0317940423080874,0.0195797561325346,0.051373798440622,0.0317940423080874,-0.0195797561325346,0.714079499216939,0.838729749046759,0.900163919104259,0.714079499216939,0.838729749046759,0.900163919104259,0.85406405613565,0.912909152157011,0.937639029712517,0.85406405613565,0.912909152157011,0.937639029712517
NA,NA,NA,NA,NA,"",7.46027025049376,7.40877278506945,7.44246601572764,7.45157784104515,7.37980264171768,7.42429856901461,7.44559999610033,7.46990919937939,7.4353371623185,0.00238504176052622,0.790015957745876,7.44660258816478,7.43716968376362,7.41569024138141,4.2992980088251,4.29385191892985,5.2436848568597,0.00943290440115874,0.0309123467833654,0.0214794423822067,-0.00943290440115874,-0.0309123467833654,-0.0214794423822067,0.819731584689955,0.510284761983025,0.644562567814898,0.819731584689955,0.510284761983025,0.644562567814898,0.909466326541599,0.70111400266641,0.777707694891253,0.909466326541599,0.70111400266641,0.777707694891253
NA,NA,NA,NA,NA,"",8.98145157514027,8.98206532461282,8.97545874867473,8.86823365016097,8.89231724103661,9.03909302203655,9.08463936490084,8.42440742933353,8.90595829448704,0.0403408500566628,0.724590229428723,8.84937993875697,8.97965854947594,8.88027544559879,5.10919188980261,5.18440828077086,6.27930298638729,-0.130278610718968,-0.0308955068418157,0.0993831038771518,0.130278610718968,0.0308955068418157,-0.0993831038771518,0.452892509062935,0.870923821864074,0.604512181286626,0.452892509062935,0.870923821864074,0.604512181286626,0.689087066846785,0.932142457079519,0.750265733383915,0.689087066846785,0.932142457079519,0.750265733383915
"PA0027","hypothetical protein","NP_248717.1","880919","208964.PA0027","",9.05915167161829,9.1350421361903,9.05814245203543,9.0201407955049,8.9668770635733,9.05675924150135,9.14405844848177,9.11075916976896,9.06886637233429,0.00298238053647882,0.139713958796511,9.1038589532507,9.08411208661467,8.9935089295391,5.25611541732367,5.24471455855571,6.35937115073886,0.0197468666360212,0.110350023711597,0.0906031570755754,-0.0197468666360212,-0.110350023711597,-0.0906031570755754,0.671155242160391,0.0622490962244777,0.111742002266439,0.671155242160391,0.0622490962244777,0.111742002266439,0.831329039646788,0.269812788944347,0.276134367104026,0.831329039646788,0.269812788944347,0.276134367104026
"PA0028","hypothetical protein","NP_248718.1","878631","208964.PA0028","",8.03814889224687,8.14665191287215,8.05954683578985,7.99027851492405,7.9160082886296,8.08982608601293,8.14351972851786,7.98772879144195,8.04646363130441,0.00478567450310712,0.157041113013398,8.07369153532425,8.08144921363629,7.95314340177682,4.66134798127346,4.6658268789352,5.62372163114544,-0.00775767831204455,0.120548133547426,0.12830581185947,0.00775767831204455,-0.120548133547426,-0.12830581185947,0.894604532052816,0.0976711630538338,0.0814650945667909,0.894604532052816,0.0976711630538338,0.0814650945667909,0.950260441876163,0.333801184047306,0.229350486936135,0.950260441876163,0.333801184047306,0.229350486936135
"PA0029","sulfate transporter","NP_248719.1","880672","208964.PA0029","GO:0005215, GO:0005623, GO:0005886, GO:0005887, GO:0006810, GO:0006811, GO:0006820, GO:0008509, GO:0015075, GO:0015291, GO:0015297, GO:0016020, GO:0016021, GO:0022804, GO:0022857, GO:0031224, GO:0031226, GO:0034220, GO:0044425, GO:0044459, GO:0044464, GO:0051179, GO:0051234, GO:0055085, GO:0071944, GO:0098656",7.56235891234041,7.57418878825558,7.63870875312217,7.47157186346576,7.42532872836685,7.58473485782147,7.54489583740542,8.14643409956382,7.61852773004269,0.0344479036305706,0.24541854070531,7.75868826493024,7.59175215123939,7.4484502959163,4.47948075831586,4.38310014813898,5.26684971357336,0.166936113690846,0.310237969013932,0.143301855323086,-0.166936113690846,-0.310237969013932,-0.143301855323086,0.306868660216763,0.109523003514867,0.425475671083824,0.306868660216763,0.109523003514867,0.425475671083824,0.594558029169978,0.355197630919927,0.610541634042964,0.594558029169978,0.355197630919927,0.610541634042964
"PA0030","hypothetical protein","NP_248720.1","880659","208964.PA0030","",8.12298628348802,8.1205392911458,8.152302742643,7.97864634757906,7.94175556180387,8.11247516919866,8.11806965519674,8.49464993705248,8.13017812351345,0.0154909355886651,0.109952879530903,8.2417315871493,8.13194277242561,7.96020095469146,4.75836595042929,4.69497934869456,5.62871207466996,0.109788814723688,0.281530632457831,0.171741817734143,-0.109788814723688,-0.281530632457831,-0.171741817734143,0.315592756747717,0.0421462793990591,0.174149095998594,0.315592756747717,0.0421462793990591,0.174149095998594,0.601058373344948,0.22090665671052,0.358705766034224,0.601058373344948,0.22090665671052,0.358705766034224
NA,NA,NA,NA,NA,"",7.86816590176433,7.84569545331063,7.84504352197741,7.69797674394968,7.6773676546091,7.79520776410555,7.78800166078407,8.61690850410413,7.89179590057561,0.0662457736177944,0.317600829495276,8.06670597633125,7.85296829235079,7.68767219927939,4.65731486690841,4.53391335752633,5.43600514364975,0.213737683980457,0.379033777051863,0.165296093071405,-0.213737683980457,-0.379033777051863,-0.165296093071405,0.342788676586763,0.150481826033285,0.50432466242218,0.342788676586763,0.150481826033285,0.50432466242218,0.617576092980503,0.410699259919248,0.677455725238991,0.617576092980503,0.410699259919248,0.677455725238991
